Plane 5 56
ScaleStick 61 1
Outcrop 62 1
UnityTexture 63 6
end_header
3 TAG 3 114.5508 117.4979 -4.597843 114.3918 117.5 -4.765336 114.4451 116.8005 -4.851209 aff349e3-d9d8-094c-3cba-1be9b7d9c8bd
3 TAG 3 114.462 117.7892 -5.294842 114.328 117.7495 -5.598846 114.2815 117.444 -5.337748 a32b1b5d-915a-664b-d8a5-01e05378b753
3 TAG 3 113.2512 117.4592 -5.531282 113.1651 117.0965 -5.561608 113.2677 117.1176 -5.411497 88a8ffc3-84ef-4bd6-dd21-6ec41ea81610
3 TAG 3 111.313 116.666 -5.473102 111.785 116.6289 -5.352822 111.43 116.4709 -5.337843 c0a85868-69c2-6bd5-1ddf-9612dae0a463
3 TAG 3 111.3245 117.1563 -6.218826 111.6159 117.1627 -6.272202 111.3184 116.4772 -6.175579 8cbef803-b16b-04d6-4ce0-1cb032dacd6a
3 TAG 3 111.1431 116.8826 -2.960221 110.6631 116.8047 -2.500782 111.1736 115.8316 -2.868348 86909853-c439-e118-bbe5-87f7143049d4
3 TAG 3 111.2023 117.0345 -6.375441 111.1162 117.0773 -6.672256 111.0153 116.5154 -6.711422 c640678e-739b-76ab-da54-ee0f4eb6d57f
3 TAG 3 111.1749 116.6293 -6.174245 111.3613 116.574 -6.181637 111.3095 116.2651 -6.14979 75e51892-2304-a6af-36a0-ae5863ab50b0
3 TAG 3 112.8357 116.0365 -4.652674 113.2086 115.9728 -4.267866 112.7891 115.8759 -4.367157 abc5ebfd-8730-fb5d-e268-d58eb95cc728
3 TAG 3 112.0229 115.8206 -5.526046 112.3153 115.6412 -5.149482 111.929 115.6852 -5.236543 a830d62a-f71b-3b73-ce70-70e2ab1d2911
3 TAG 4 112.6748 115.6997 -3.83051 112.146 115.7286 -3.51509 111.959 115.5721 -3.789227 112.3213 115.6688 -4.115243 8294440b-d459-e9a6-9ad9-fe0a7aeec8f9
3 TAG 3 111.5549 115.5987 -3.652789 111.6885 115.6642 -3.487649 111.1144 115.6485 -2.873502 307c403b-9b7d-3386-b79f-b56c4ebe65ea
3 TAG 3 111.2534 115.2024 -3.82844 110.5374 115.1303 -3.097058 110.8239 115.2421 -2.97274 05272be2-4355-240e-e7cb-ae3bc6207398
3 TAG 3 110.4065 115.2679 -2.601205 110.5827 115.2413 -2.707309 110.53 115.3177 -2.586319 dda9e379-aed7-800e-b2e0-1c935b268b67
3 TAG 3 109.621 116.568 -5.073214 109.1593 116.4372 -4.787052 109.2189 115.9918 -4.703043 be423523-eaa5-9c70-e236-bbefa88a63ee
3 TAG 3 109.9426 114.9905 -1.234121 109.5804 114.9091 -1.869851 110.168 115.038 -1.722764 efe76193-07f2-1411-538b-eb2be3b90d66
3 TAG 3 111.9644 115.2846 -4.873075 111.5403 115.2623 -5.290092 111.5892 114.8694 -5.403423 7d98f33d-ffe6-9cf5-30d3-008858983160
3 TAG 3 106.5715 116.128 -3.174139 106.2298 116.1159 -2.807674 106.4882 115.7095 -3.309508 acfe53d3-c6d4-0c52-005c-3d8297255144
3 TAG 3 105.2129 116.2946 -1.852194 104.9758 116.2586 -1.665241 104.3124 115.7287 -1.961692 75fda66a-07f9-0469-2c0a-167bc874b6bf
3 TAG 3 104.7596 115.6404 -2.291018 104.3502 115.6071 -1.965859 104.8069 115.5008 -1.921166 96f8d86a-09e1-53b6-d222-9f359c3a559a
3 TAG 3 105.2373 115.3981 -2.242348 104.7497 115.3942 -1.896096 104.5722 115.2039 -2.206027 7339a637-832b-6e6b-e908-43ac63bf86ad
3 TAG 3 106.0695 115.4566 -3.049042 105.6077 115.3576 -2.692637 105.4994 115.0795 -2.953115 0d9be8b3-10a3-b42b-1df7-054520db368a
3 TAG 3 106.639 115.4206 -3.519322 106.2728 115.382 -3.227917 106.1181 115.1473 -3.653984 6f7bd72a-a95b-ae6e-f10f-b27108030d40
3 TAG 3 108.1278 115.3545 -4.248433 107.2773 115.3825 -4.103367 107.3332 115.2073 -4.492701 d1268d18-595e-2d11-7f8f-c2fb57524c7c
3 TAG 3 110.6414 117.0651 0.3366227 111.1207 117.1098 -0.4744477 110.7119 116.0318 -0.6167052 ab1240e6-7021-0d73-79bc-5d4dac386133
3 TAG 3 107.6703 116.4827 -3.905804 107.2124 116.6157 -4.402483 107.1262 116.164 -4.080758 1ac904df-0cb8-f5c6-61cd-9e1532cfb108
3 TAG 3 110.3994 116.1201 1.614462 110.3053 116.0761 1.114354 110.6278 115.8288 0.8580693 1ed09396-af32-5293-e42c-9dafe9532d19
3 TAG 3 111.1475 117.649 -7.807417 111.3406 117.6854 -7.158721 111.0971 116.8635 -7.355084 31d6a61a-66ae-a5da-ffe9-af41f324d293
3 TAG 3 110.4523 113.9531 2.952974 108.7092 113.9248 2.430271 109.9783 114.0411 1.401641 e15912d1-444a-f2c0-8d0e-344d26d79c57
3 TAG 3 108.3498 114.0195 0.4079318 107.3846 113.8704 1.166383 107.8706 113.9849 -0.3406323 d9335b00-d507-c917-5b21-f7649a02699d
3 TAG 3 109.9465 114.3217 -2.925435 110.2683 114.3496 -3.401435 109.8294 114.3136 -3.56936 f723c2b0-e7d9-af37-4b3a-e95e8e80eb65
3 TAG 3 103.6454 114.0799 -1.704558 102.7038 113.937 0.378877 104.6624 113.8553 0.5880944 a7d923c0-022d-8ca4-2e02-92bdaf198d5a
3 TAG 3 110.4274 117.0258 1.827243 110.9595 117.0625 1.812216 110.432 116.7453 1.836686 57c1f091-1be2-d908-e03d-09df8afde879
3 TAG 3 112.9403 117.2268 2.227706 113.498 117.1731 2.662356 112.8964 117.0763 2.142409 330a14a1-c90e-d004-a8bf-c228701b7870
3 TAG 3 110.912 115.1607 1.343967 112.1764 115.1269 1.32374 112.1398 114.6673 1.169326 87d03cf9-0623-5c8f-26e6-f0d1b0473993
3 TAG 3 112.946 116.9023 2.184513 113.6911 116.9326 2.474797 112.949 116.7587 1.886461 2819fcfc-6eff-dfff-0754-5eecbd046b48
3 TAG 3 114.8334 115.2042 2.215127 113.4773 115.1755 1.660794 113.4616 114.6214 1.502016 6b0e0765-bc81-5cd5-8a24-d5c048b2c408
3 TAG 3 112.2447 115.3761 1.375089 111.4699 115.4934 1.140623 111.3943 115.3346 1.498976 b7649b5c-a63d-3266-9a34-51528774066d
3 TAG 3 110.4108 115.3743 1.187696 110.7159 115.302 1.445886 110.6383 115.4052 1.27182 eefc8588-a52a-b675-ad91-1001ec0124ad
3 TAG 3 104.1929 116.406 -1.495453 103.8622 116.4379 -1.556792 103.6349 116.328 -1.382095 4455fe06-4e74-423c-a13a-e6e696a16531
3 TAG 3 101.9108 116.65 -3.604428 101.4125 116.5412 -3.416616 101.9064 116.5581 -2.946032 c31ff685-09da-f45c-8382-6f655de11922
3 TAG 3 102.7732 116.6906 -2.846325 102.1982 116.6045 -3.151119 102.0744 116.5216 -2.814825 852bbdf2-0a14-0e4e-3bdc-a14fe615fc0b
3 TAG 115.9398 114.3373 2.580257 1 5 0.1 5502d80f-4cd5-1858-969c-8064bf947a47
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical.dlm|
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical.jpg|C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical.jpg
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical1.jpg|C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical1.jpg
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical2.jpg|C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical2.jpg
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical3.jpg|C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical3.jpg
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical4.jpg|C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical4.jpg
C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical5.jpg|C:\Users\vizlab\AppData\Local\Hercules\Soledade_Vertical\Soledade_Vertical5.jpg
