2080882076_rosario2\descriptor.aod|C:\Users\vizlab\Desktop\MestradoMosis\rosario2_Mosis_XP\MosisXP_2D\Rosario2_2D\2080882076_rosario2\descriptor.aod|0
FreeHand 4 667
Outcrop 671 1
UnityTexture 672 4
end_header
3 TAG 2 -135.307 1.661278 -168.4712 -118.1086 -1.651093 -188.7051  e2bf64a2-4011-f73e-ded1-8fc31254417c
3 TAG 2 -105.2494 -1.367584 -187.2487 -100.2971 -0.8730545 -171.6384  f8df9721-a0dd-d059-6e24-e01689b66fe6
3 TAG 2 -99.12076 -0.6802902 -170.1613 -90.6368 -2.044975 -154.6375  a176554e-212a-5937-8475-104f024a0457
3 TAG 8 -133.5351 0.8146515 -170.4561 -111.8542 -0.952179 -163.9168 -103.3643 -0.7520981 -160.2477 -95.35874 -0.8176804 -154.903 -91.30289 -1.244225 -152.4187 -84.37791 -1.203362 -147.0589 -79.5561 -0.09239197 -143.0355 -76.3912 0.3387909 -138.2264  cdc9b3f6-08b1-f12a-ae22-1a69879175fc
3 TAG 4 -135.6127 1.059883 -166.0404 -136.1629 1.394516 -166.6015 -129.411 -0.124321 -162.9032 -123.326 -0.4307098 -158.7039  2b62694a-e5a5-732c-cc91-a39a28fc3a68
3 TAG 5 -136.248 0.4384842 -159.7665 -121.5251 -0.3918076 -153.4567 -106.8805 -0.588768 -149.0981 -98.68636 0.1359177 -145.3312 -89.66398 0.6661301 -140.7041  f8f13e50-1314-8dd9-fbf7-9ac2bb2b1288
3 TAG 2 -90.64893 -2.122253 -153.8059 -83.97011 -0.8426437 -150.4882  564e3169-7590-f3ac-496f-4b874d765dc5
3 TAG 2 -83.48533 -0.9274445 -150.6779 -72.82012 -0.8009338 -146.1009  8d5a0aac-cd11-4c85-8e97-32dfba83a19e
3 TAG 2 -76.63313 -1.456863 -152.7581 -66.57171 -0.7430115 -145.8561  ccd7d56f-7432-0ba4-f814-bf1fe5bfaed0
3 TAG 2 -69.08888 -0.7801361 -157.5782 -62.47308 -0.3930511 -150.5429  50394ad6-cb28-35c4-a498-7c87f92b718a
3 TAG 4 -70.32858 -0.823082 -154.2939 -71.08724 -0.9233856 -154.9333 -66.3165 -1.322174 -151.0309 -64.73671 -1.174217 -147.4524  d4834d3f-629c-b1cf-19de-23e60304cdf5
3 TAG 2 -88.87643 -1.165535 -161.2033 -80.06023 -1.051331 -158.9979  7daad920-7708-dd60-9e6c-dfca5b494abc
3 TAG 3 -104.3139 -1.513184 -191.2647 -97.84706 -1.922058 -186.2827 -92.7823 -1.391899 -184.2022  332910c1-9da5-7d7c-9a12-af902617c886
3 TAG 2 -67.4425 -1.479858 -178.7514 -66.40913 -1.644424 -191.3886  1a8a88d5-0d3a-927a-fb91-587868fb2ed4
3 TAG 2 -101.4889 -1.291176 -202.3365 -93.00366 -2.797852 -211.0292  0f5d3cc1-2a0d-9cb7-c5b3-3bc8eeb6e2ad
3 TAG 2 -95.71225 -1.345329 -196.6381 -88.47755 -1.253098 -193.5435  9e20f5a2-42bb-685c-e968-597c17c13de4
3 TAG 2 -117.2115 -2.2911 -188.3425 -117.8084 -0.5039444 -173.3496  886bdef0-7789-0786-9218-1577245a96fe
3 TAG 2 -117.3059 -0.4385147 -182.7679 -103.1452 -1.165962 -179.2533  1f98bbfd-c5db-0f00-6257-405bba658813
3 TAG 2 -120.5536 0.005943298 -182.0031 -122.7545 0.9996338 -138.321  778cff1e-2ccd-a786-45c8-96879886359e
3 TAG 2 -154.0722 -1.13623 -210.3725 -153.9921 -0.6580048 -201.6789  e53839d8-caa6-22f9-9fa2-9eca30a087c2
3 TAG 3 -173.0511 1.059662 -186.0045 -164.7435 1.191612 -180.0676 -154.3005 0.2951584 -173.0009  d21f1362-a7c7-d196-d3ec-3759aa478f50
3 TAG 2 -161.1501 -0.9820023 -214.2835 -160.9602 -0.05796051 -200.6202  8ec4f22f-4711-55aa-1c61-17f7bcbb7644
3 TAG 3 -181.7175 -0.5479813 -200.8033 -181.5932 1.36869 -189.1871 -180.1073 1.317032 -181.66  9152c0ef-f143-2bb7-48e9-420b8d7676e1
3 TAG 5 -178.2079 1.834702 -162.4339 -178.1764 1.891983 -162.5511 -163.5596 1.626373 -148.7501 -155.9178 1.55159 -140.1624 -152.5757 1.420868 -135.0489  6153b4ce-9a72-57f9-58db-a4d1188985ee
3 TAG 7 -122.9147 0.01927185 -150.3998 -129.8683 -0.1666718 -153.0897 -139.4438 0.3712692 -154.1876 -144.7595 1.220322 -153.2789 -148.9113 1.210411 -152.2282 -151.9685 1.754601 -151.033 -153.1571 1.4935 -149.8328  f7981a66-22a6-a944-97e0-9f4286f7adea
3 TAG 2 -97.52106 1.21727 -134.1661 -87.72487 1.336479 -128.6984  9259d5d8-8255-d0ab-5329-6166f3ecad4e
3 TAG 4 -102.8374 1.359299 -135.7866 -92.83547 0.8135147 -130.5171 -88.67443 1.788177 -126.311 -86.03648 1.459267 -119.3833  cb3e85eb-0c30-9df9-a6a7-6ade4434d8aa
3 TAG 6 -96.33369 1.357994 -124.8273 -84.16479 1.062859 -117.54 -82.26653 1.603226 -114.4517 -72.81492 2.828865 -105.3248 -61.7319 2.233696 -99.09718 -57.58847 2.66684 -97.16023  2bd97172-6f39-ab7d-9c24-7c74479be874
3 TAG 3 -133.9495 -0.4030685 -135.5499 -133.6427 0.8309326 -135.9202 -120.4305 1.670387 -129.0501  b32deb88-559e-2b73-550c-de684a962a8a
3 TAG 2 -115.9775 2.11911 -125.5499 -85.24913 2.778252 -105.1263  b9cc8cba-686d-de9f-bd7d-1cc0cfd2d0a0
3 TAG 2 -130.3174 2.976311 -121.507 -119.7481 1.383881 -129.5443  cbb24b19-121b-5a71-d5ef-6c2771175e0d
3 TAG 2 -155.7469 1.703712 -134.2391 -145.9227 1.330429 -130.1944  e873673b-ba4d-8b82-be78-b3691e66de4d
3 TAG 4 -161.9327 3.207329 -136.393 -155.5876 2.265366 -135.2481 -147.8316 1.648865 -135.5085 -139.6624 0.5542526 -135.4722  df316a6a-214f-72ca-1650-1dd60b0a67c4
3 TAG 2 -148.6976 2.086838 -127.9016 -140.113 1.83535 -125.9791  7e0e5310-319e-60a1-1bbd-ab3a96bb44b9
3 TAG 3 -159.5798 0.03365326 -194.2634 -159.3097 1.111557 -178.7356 -159.2331 1.167 -164.1589  53c50099-00e2-b8df-c366-74da14914cdc
3 TAG 15 -141.4517 -2.399323 -188.3871 -133.8436 1.556915 -130.736 -135.5681 2.639267 -113.1348 -135.6295 2.06691 -96.6379 -135.1758 2.474785 -81.36919 -135.9518 2.409447 -61.51785 -137.6826 4.069199 -52.59936 -137.4884 2.433212 -39.87324 -140.642 3.926163 -16.32054 -144.1078 4.233162 18.88867 -142.8853 3.184258 39.14563 -141.225 2.870689 75.4917 -139.5416 4.513618 102.0282 -139.0753 2.890953 126.0516 -138.7305 4.120323 138.1799  b15fbdf0-dfee-96d6-2383-64e3cbe21fd2
3 TAG 10 -100.2023 -1.524399 -186.844 -95.61099 -0.6102905 -182.0995 -88.94055 -0.9563446 -178.5472 -79.92181 3.269867 -169.7005 -74.87485 1.813667 -165.6732 -66.90477 -0.7534103 -161.3283 -63.40518 -1.544464 -158.5802 -57.71875 -1.492371 -156.054 -53.02678 -0.8009872 -151.8924 -50.0835 0.3676224 -149.2838  93106dad-d93d-19e0-7c89-9a32070f92dc
3 TAG 5 -147.4765 1.996834 -127.1088 -136.6372 4.71843 -120.7618 -120.9617 2.378075 -111.6359 -106.9494 2.136871 -103.9318 -98.37788 2.045998 -100.2082  8e175f72-c0e9-b192-3282-21d479b5727b
